id,label,type,frequency,author
poem:poem_01621,The Country Autumns,poem,1,Clark Coolidge
poem:poem_01622,Album — A Runthru,poem,1,Clark Coolidge
poem:poem_01623,The Fall Returns,poem,1,Clark Coolidge
poem:poem_01624,They Say It’s New,poem,1,Clark Coolidge
poem:poem_01625,"Argument Over, Amounting",poem,1,Clark Coolidge
poem:poem_01626,Blues for Alice,poem,1,Clark Coolidge
poem:poem_01627,The Youngest Living Thing in L.A.,poem,1,Darcie Dennigan
poem:poem_01628,The Other Forest,poem,1,Darcie Dennigan
poem:poem_01629,In the Bakery,poem,1,Darcie Dennigan
poem:poem_01630,The War,poem,1,Darcie Dennigan
poem:poem_01631,High and Bright and Fine and Ice,poem,1,Darcie Dennigan
poem:poem_01632,I Too Have Been to Candyland,poem,1,Anthony Madrid
poem:poem_01633,The Milk One,poem,1,Anthony Madrid
poem:poem_01634,The Tragic Condition of the Statue of Liberty,poem,1,Bernadette Mayer
poem:poem_01635,Bright Day,poem,1,Stanley Moss
poem:poem_01636,A Blind Fisherman,poem,1,Stanley Moss
poem:poem_01637,Poets at Lunch,poem,1,Stanley Moss
poem:poem_01638,If a Garden of Numbers,poem,1,Cole Swensen
poem:poem_01639,My mother was like the bees,poem,1,Jeanne Wagner
poem:poem_01640,Prairie Sure,poem,1,Carol Light
poem:poem_01641,Numbers,poem,1,Jared Harél
poem:poem_01642,Isaac’s Blessing,poem,1,Janet Eigner
poem:poem_01643,Disarmed,poem,1,Wendy Videlock
poem:poem_01644,Taos,poem,1,Jillena Rose
poem:poem_01645,I still can’t get it right,poem,1,Kathryn Stripling Byer
poem:poem_01646,Absences,poem,1,Mark Vinz
poem:poem_01647,Marriage,poem,1,Dan Gerber
poem:poem_01648,Red Balloon Rising,poem,1,Laurel Blossom
poem:poem_01649,Signature Song,poem,1,Bill Berkson
poem:poem_01650,"from By the Well of Living and Seeing, Part II, Section 28: “During the Second World War”",poem,1,Charles Reznikoff
poem:poem_01651,Charlie Howard’s Descent,poem,1,Mark Doty
poem:poem_01652,Coming of the August Grandchild,poem,1,Brandon Shimoda
poem:poem_01653,The Pond Museum,poem,1,Brandon Shimoda
poem:poem_01654,Some Pink in Your Color,poem,1,Amy King
poem:poem_01655,Butterfly the Gnarled,poem,1,Amy King
poem:poem_01656,The Gilded Zero,poem,1,Amy King
poem:poem_01657,Gone by Then,poem,1,Harmony Holiday
poem:poem_01658,Nine Key Chord,poem,1,Harmony Holiday
poem:poem_01659,Industry,poem,1,Harmony Holiday
poem:poem_01660,Brooklyn Narcissus,poem,1,Paul Blackburn
poem:poem_01661,7th Game : 1960 Series,poem,1,Paul Blackburn
poem:poem_01662,The Café Filtre,poem,1,Paul Blackburn
poem:poem_01663,Ritual X. : The Evening Pair of Ales,poem,1,Paul Blackburn
poem:poem_01664,Journal: April 19 : The Southern Tier,poem,1,Paul Blackburn
poem:poem_01665,Sci-Fi,poem,1,Tracy K. Smith
poem:poem_01666,The Universe: Original Motion Picture Soundtrack,poem,1,Tracy K. Smith
poem:poem_01667,The Universe as Primal Scream,poem,1,Tracy K. Smith
poem:poem_01668,"My God, It's Full of Stars",poem,1,Tracy K. Smith
poem:poem_01669,"Don't You Wonder, Sometimes?",poem,1,Tracy K. Smith
poem:poem_01670,I Don't Miss It,poem,1,Tracy K. Smith
poem:poem_01671,Duende,poem,1,Tracy K. Smith
poem:poem_01672,Interrogative,poem,1,Tracy K. Smith
poem:poem_01673,Catalogue of Ephemera,poem,1,Rebecca Lindenberg
poem:poem_01674,In the Museum of Lost Objects,poem,1,Rebecca Lindenberg
poem:poem_01675,Create Desire,poem,1,Karen Volkman
poem:poem_01676,May,poem,1,Karen Volkman
poem:poem_01677,[I never wish to sing again as I used to . . .],poem,1,Karen Volkman
poem:poem_01678,[I believe there is a song that is stranger than wind . . .],poem,1,Karen Volkman
poem:poem_01679,The Day the Beekeeper Died: Sulaymaniyah,poem,1,David Sullivan
poem:poem_01680,Late Summer,poem,1,Jennifer Grotz
poem:poem_01681,The Window at Night,poem,1,Jennifer Grotz
poem:poem_01682,The Ocracoke Ponies,poem,1,Jennifer Grotz
poem:poem_01683,Fourth of July,poem,1,John Brehm
poem:poem_01684,"from You, part I",poem,1,Ron Silliman
poem:poem_01685,"from You, part XII",poem,1,Ron Silliman
poem:poem_01686,Self Portrait as a Meadow,poem,1,Linda Norton
poem:poem_01687,Patterns for Arans,poem,1,Linda Norton
poem:poem_01688,And on the Third Day,poem,1,Andrew Allport
poem:poem_01689,A Bed above the Abyss: Amnesiac Notebook,poem,1,Andrew Allport
poem:poem_01690,To My Mother,poem,1,Edgar Allan Poe
poem:poem_01691,What to Say Upon Being Asked to Be Friends,poem,1,Julian Talamantez Brolaski
poem:poem_01692,[Trying to see the proportional relation],poem,1,Ariana Reines
poem:poem_01693,Science Fiction,poem,1,Ariana Reines
poem:poem_01694,The Four Seasons,poem,1,Ariana Reines
poem:poem_01695,[Love],poem,1,Ariana Reines
poem:poem_01696,Cool Dust,poem,1,Aaron Shurin
poem:poem_01697,Plume,poem,1,Aaron Shurin
poem:poem_01698,Then,poem,1,Aaron Shurin
poem:poem_01699,Nobaude,poem,1,Julian Talamantez Brolaski
poem:poem_01700,Sloughing Off the Gentlemanly Sports,poem,1,Julian Talamantez Brolaski
poem:poem_01701,Loving the Hands,poem,1,Julie Suk
poem:poem_01702,Chiller Pansies,poem,1,Debra Wierenga
poem:poem_01703,The Silver Fish,poem,1,Shawn Pittard
poem:poem_01704,Snapshot,poem,1,Linda Parsons Marion
poem:poem_01705,The Promise,poem,1,Jane Hirshfield
poem:poem_01706,Zippo,poem,1,Judith Slater
poem:poem_01707,[Deeply repentant of my sinful ways],poem,1,Gaspara Stampa
poem:poem_01708,A Lady Dressed By Youth,poem,1,Duchess of Newcastle Margaret Cavendish
poem:poem_01709,An Apology For Her Poetry,poem,1,Duchess of Newcastle Margaret Cavendish
poem:poem_01710,An Epilogue to the Above,poem,1,Duchess of Newcastle Margaret Cavendish
poem:poem_01711,Man's Short Life and Foolish Ambition,poem,1,Duchess of Newcastle Margaret Cavendish
poem:poem_01712,The Duchess to Her Readers,poem,1,Duchess of Newcastle Margaret Cavendish
poem:poem_01713,Collaboration,poem,1,Ciaran Carson
poem:poem_01714,The Fetch,poem,1,Ciaran Carson
poem:poem_01715,The Story of Madame Chevalier,poem,1,Ciaran Carson
poem:poem_01716,The New Estate,poem,1,Ciaran Carson
poem:poem_01717,Campaign,poem,1,Ciaran Carson
poem:poem_01718,H,poem,1,Ciaran Carson
poem:poem_01719,Labuntur et Imputantur,poem,1,Ciaran Carson
poem:poem_01720,"Parchment, Please",poem,1,Sasha Steensen
poem:poem_01721,"Kaymakamlar Gezi Evi, Selamlik Odasi",poem,1,Sasha Steensen
poem:poem_01722,Palinode,poem,1,Sasha Steensen
poem:poem_01723,Pantoum,poem,1,Sasha Steensen
poem:poem_01724,[In the very night of movement where I],poem,1,E. Tracy Grinnell
poem:poem_01725,Family Stories,poem,1,Dorianne Laux
poem:poem_01726,Lament for the Feet,poem,1,H. L. Hix
poem:poem_01727,Be Someone,poem,1,Rita Ann Higgins
poem:poem_01728,Philomena’s Revenge,poem,1,Rita Ann Higgins
poem:poem_01729,from The Lost Letters of Frederick Douglass,poem,1,Evie Shockley
poem:poem_01730,her tin skin,poem,1,Evie Shockley
poem:poem_01731,where you are planted,poem,1,Evie Shockley
poem:poem_01732,on new year’s eve,poem,1,Evie Shockley
poem:poem_01733,[We are the knife people . . .],poem,1,John Spaulding
poem:poem_01734,[In the spring time the stars . . .],poem,1,John Spaulding
poem:poem_01735,[Once in moonlight . . .],poem,1,John Spaulding
poem:poem_01736,The Sonnets: III,poem,1,Ted Berrigan
poem:poem_01737,The Sonnets: XLI,poem,1,Ted Berrigan
poem:poem_01738,The Sonnets: L,poem,1,Ted Berrigan
poem:poem_01739,The Sonnets: I,poem,1,Ted Berrigan
poem:poem_01740,The Golden Shovel,poem,1,Terrance Hayes
poem:poem_01741,Telling Time,poem,1,Jo McDougall
poem:poem_01742,School,poem,1,Daniel J. Langton
poem:poem_01743,Mockingbird II,poem,1,Carol V. Davis
poem:poem_01744,"Flathead Lake, October",poem,1,Geraldine Connolly
poem:poem_01745,Writing,poem,1,Judson Mitcham
poem:poem_01746,Temporary Job,poem,1,Minnie Bruce Pratt
poem:poem_01747,Percheron Nambe Morning,poem,1,Allison Adelle Hedge Coke
poem:poem_01748,The History of Red,poem,1,Linda Hogan
poem:poem_01749,Katrina,poem,1,Patricia Smith
poem:poem_01750,Poem for My Father,poem,1,Quincy Troupe
poem:poem_01751,Nebraska,poem,1,Victor Hernández Cruz
poem:poem_01752,Mountain Building,poem,1,Victor Hernández Cruz
poem:poem_01753,La Lupe,poem,1,Victor Hernández Cruz
poem:poem_01754,Clip 2,poem,1,E. Tracy Grinnell
poem:poem_01755,Clip 10,poem,1,E. Tracy Grinnell
poem:poem_01756,"from Don Juan: Canto 1, Stanzas 60-63",poem,1,Lord Byron (George Gordon)
poem:poem_01757,"from Don Juan: Canto 1, Stanzas 41-42",poem,1,Lord Byron (George Gordon)
poem:poem_01758,"from Don Juan: Canto 1, Stanzas 47-48",poem,1,Lord Byron (George Gordon)
poem:poem_01759,"from Don Juan: Canto 1, Stanzas 217-221",poem,1,Lord Byron (George Gordon)
poem:poem_01760,Before Anything Happened the House Had No Skeleton,poem,1,Karyna McGlynn
poem:poem_01761,A Red Tricycle in the Belly of the Pool,poem,1,Karyna McGlynn
poem:poem_01762,I Have to Go Back to 1994 and Kill a Girl,poem,1,Karyna McGlynn
poem:poem_01763,The Persians by Rumi,poem,1,Brandon Brown
poem:poem_01764,The Persians by Archilochos,poem,1,Brandon Brown
poem:poem_01765,#14 from The Poems of Gaius Valerius Catullus,poem,1,Brandon Brown
poem:poem_01766,#104 from The Poems of Gaius Valerius Catullus,poem,1,Brandon Brown
poem:poem_01767,Aubade,poem,1,Garrett Caples
poem:poem_01768,Ordinary History America,poem,1,Garrett Caples
poem:poem_01769,André Breton’s Apartment,poem,1,Garrett Caples
poem:poem_01770,Protector #2 Your Personal Amulet,poem,1,Laynie Browne
poem:poem_01771,"pantoum: landing, 1976",poem,1,Evie Shockley
poem:poem_01772,To fight aloud is very brave - (138),poem,1,Emily Dickinson
poem:poem_01773,Three Hundred Thousand More,poem,1,James Sloan Gibbons
poem:poem_01774,Weep,poem,1,George Moses Horton
poem:poem_01775,— shall become as —,poem,1,Evie Shockley
poem:poem_01776,lifeline,poem,1,Evie Shockley
poem:poem_01777,waiting on the mayflower,poem,1,Evie Shockley
poem:poem_01778,Rock Island Line,poem,1,Richard Owens
poem:poem_01779,Naked in the Ditches,poem,1,Richard Owens
poem:poem_01780,A Small Anatomy of Feeling,poem,1,Anna Rabinowitz
poem:poem_01781,from A Treatise on Painting,poem,1,Anna Rabinowitz
poem:poem_01782,Thanksgiving,poem,1,Tim Nolan
poem:poem_01783,Family Vacation,poem,1,Judith Slater
poem:poem_01784,Theater of Shadows,poem,1,Derek N. Otsuji
poem:poem_01785,"Koi Pond, Oakland Museum",poem,1,Susan Kolodny
poem:poem_01786,Nest,poem,1,Jeffrey Harrison
poem:poem_01787,Christmas Mail,poem,1,Ted Kooser
poem:poem_01788,The Birth of John Henry,poem,1,Melvin B. Tolson
poem:poem_01789,Satchmo,poem,1,Melvin B. Tolson
poem:poem_01790,East River’s Charm,poem,1,Samuel Greenberg
poem:poem_01791,Conduct,poem,1,Samuel Greenberg
poem:poem_01792,The Glass Bubbles,poem,1,Samuel Greenberg
poem:poem_01793,The Nineteenth of April,poem,1,Lucy Larcom
poem:poem_01794,The Picket-Guard,poem,1,Ethel Lynn Beers
poem:poem_01795,A Thought,poem,1,Elizabeth Drew Barstow Stoddard
poem:poem_01796,Weaving,poem,1,Lucy Larcom
poem:poem_01797,The Black Regiment,poem,1,George Henry Boker
poem:poem_01798,In the Wilderness,poem,1,George Henry Boker
poem:poem_01799,[Sonnet],poem,1,George Henry Boker
poem:poem_01800,The Death of Lincoln,poem,1,William Cullen Bryant
poem:poem_01801,Lincoln,poem,1,Henrietta Cordelia Ray
poem:poem_01802,The Southern Refugee,poem,1,George Moses Horton
poem:poem_01803,Lincoln Is Dead,poem,1,George Moses Horton
poem:poem_01804,Like Brothers We Meet,poem,1,George Moses Horton
poem:poem_01805,Malvern Hill,poem,1,Herman Melville
poem:poem_01806,The House-top,poem,1,Herman Melville
poem:poem_01807,Sheridan at Cedar Creek,poem,1,Herman Melville
poem:poem_01808,In the Prison Pen,poem,1,Herman Melville
poem:poem_01809,The College Colonel,poem,1,Herman Melville
poem:poem_01810,The Martyr,poem,1,Herman Melville
poem:poem_01811,Charleston,poem,1,Henry Timrod
poem:poem_01812,The Two Armies,poem,1,Henry Timrod
poem:poem_01813,"Hearing the Battle.—July 21, 1861",poem,1,Sarah Morgan Bryan Piatt
poem:poem_01814,Army of Occupation,poem,1,Sarah Morgan Bryan Piatt
poem:poem_01815,Giving Back the Flower,poem,1,Sarah Morgan Bryan Piatt
poem:poem_01816,The Old Slave-Music,poem,1,Sarah Morgan Bryan Piatt
poem:poem_01817,Counsel—In the South,poem,1,Sarah Morgan Bryan Piatt
poem:poem_01818,A Little Shiver,poem,1,Barton Sutter
poem:poem_01819,Sledding in Wichita,poem,1,Casey Pycior
poem:poem_01820,Sponge Bath,poem,1,Terri Kirby Erickson
poem:poem_01821,Up Against It,poem,1,Eamon Grennan
poem:poem_01822,Einstein’s Happiest Moment,poem,1,Richard M. Berlin
poem:poem_01823,Dead,poem,1,Sarah C. Harwell
poem:poem_01824,Talking Back to the Mad World,poem,1,Sarah C. Harwell
poem:poem_01825,I Was Just Frosted,poem,1,Susan Wheeler
poem:poem_01826,She’s a Pill,poem,1,Susan Wheeler
poem:poem_01827,Elegy for the Native Guards,poem,1,Natasha Trethewey
poem:poem_01828,Incident,poem,1,Natasha Trethewey
poem:poem_01829,Miscegenation,poem,1,Natasha Trethewey
poem:poem_01830,Myth,poem,1,Natasha Trethewey
poem:poem_01831,South,poem,1,Natasha Trethewey
poem:poem_01832,Theories of Time and Space,poem,1,Natasha Trethewey
poem:poem_01833,Harvest of Death,poem,1,John Spaulding
poem:poem_01834,The Grand Army of the Republic,poem,1,John Spaulding
poem:poem_01835,"Timothy O’Sullivan, Photographer",poem,1,John Spaulding
poem:poem_01836,The White Train,poem,1,John Spaulding
poem:poem_01837,Tableaux: Four 19th Century Photographs,poem,1,John Spaulding
poem:poem_01838,To C,poem,1,Forrest Gander
poem:poem_01839,Voiced Stops,poem,1,Forrest Gander
poem:poem_01840,Line of Descent,poem,1,Forrest Gander
poem:poem_01841,Ligature,poem,1,Forrest Gander
poem:poem_01842,Bridge & Swimmer,poem,1,Forrest Gander
poem:poem_01843,Ligature 4,poem,1,Forrest Gander
poem:poem_01844,Walking Parker Home,poem,1,Bob Kaufman
poem:poem_01845,[THE NIGHT THAT LORCA COMES],poem,1,Bob Kaufman
poem:poem_01846,This Place Rumord to Have Been Sodom,poem,1,Robert Duncan
poem:poem_01847,At the New Year,poem,1,Kenneth Patchen
poem:poem_01848,The Heavenly City,poem,1,Stevie Smith
poem:poem_01849,The Entertainment of War,poem,1,Roy Fisher
poem:poem_01850,‘At night on the station platform . . .’,poem,1,Roy Fisher
poem:poem_01851,The Thing about Joe Sullivan,poem,1,Roy Fisher
poem:poem_01852,Provision,poem,1,Roy Fisher
poem:poem_01853,The Afterlife,poem,1,Roy Fisher
poem:poem_01854,This One’s for You,poem,1,Jan Heller Levi
poem:poem_01855,Waiting for This Story to End Before I Begin Another,poem,1,Jan Heller Levi
poem:poem_01856,The Fish-Wife,poem,1,Cynthia Huntington
poem:poem_01857,The Length of the Hour,poem,1,Cynthia Huntington
poem:poem_01858,Saint Stephen’s Day with the Griffins,poem,1,Henri Cole
poem:poem_01859,Painted Eyes,poem,1,Henri Cole
poem:poem_01860,Don’t Let Me Be Wistful,poem,1,Dana Ward
poem:poem_01861,Between Here & There,poem,1,Dana Ward
poem:poem_01862,This Can’t Be Life,poem,1,Dana Ward
poem:poem_01863,Robinson Walks Museum Mile,poem,1,Kathleen Rooney
poem:poem_01864,Robinson Escapes to the Cape for Independence Day,poem,1,Kathleen Rooney
poem:poem_01865,Robinson’s Telephone Rings,poem,1,Kathleen Rooney
poem:poem_01866,Meds,poem,1,Cynthia Huntington
poem:poem_01867,Shot Up in the Sexual Revolution: The True Adventures of Suzy Creamcheese,poem,1,Cynthia Huntington
poem:poem_01868,Dirt Cowboy Café,poem,1,Cynthia Huntington
poem:poem_01869,The Aureole,poem,1,Nikky Finney
poem:poem_01870,Dancing with Strom,poem,1,Nikky Finney
poem:poem_01871,Renascence,poem,1,Edna St. Vincent Millay
poem:poem_01872,I like to see it lap the Miles - (383),poem,1,Emily Dickinson
poem:poem_01873,New Kind of Light,poem,1,Zachary Schomburg
poem:poem_01874,The Abandoned Hotel,poem,1,Zachary Schomburg
poem:poem_01875,The Fire Cycle,poem,1,Zachary Schomburg
poem:poem_01876,The Animal Spell,poem,1,Zachary Schomburg
poem:poem_01877,Squirrel Problem,poem,1,Zachary Schomburg
poem:poem_01878,The One About the Robbers,poem,1,Zachary Schomburg
poem:poem_01879,Rendezvous with America,poem,1,Melvin B. Tolson
poem:poem_01880,An Ex-Judge at the Bar,poem,1,Melvin B. Tolson
poem:poem_01881,The Town Fathers,poem,1,Melvin B. Tolson
poem:poem_01882,Old Houses,poem,1,Melvin B. Tolson
poem:poem_01883,The Unknown Soldier,poem,1,Melvin B. Tolson
poem:poem_01884,A Song for Myself,poem,1,Melvin B. Tolson
poem:poem_01885,The Dictionary of the Wolf,poem,1,Melvin B. Tolson
poem:poem_01886,The Shipwright,poem,1,Melvin B. Tolson
poem:poem_01887,The Idols of the Tribe,poem,1,Melvin B. Tolson
poem:poem_01888,Abraham Lincoln of Rock Spring Farm,poem,1,Melvin B. Tolson
poem:poem_01889,DELTA,poem,1,Melvin B. Tolson
poem:poem_01890,ETA,poem,1,Melvin B. Tolson
poem:poem_01891,What the Dead Know,poem,1,Robert Polito
poem:poem_01892,Please Refrain from Talking During the Movie,poem,1,Robert Polito
poem:poem_01893,Three Horse Operas,poem,1,Robert Polito
poem:poem_01894,Deep Deuce,poem,1,Robert Polito
poem:poem_01895,The Great Awakening,poem,1,Robert Polito
poem:poem_01896,Hollywood & God,poem,1,Robert Polito
poem:poem_01897,Confession,poem,1,Bruce Lansky
poem:poem_01898,Mrs. Stein,poem,1,Bill Dodds
poem:poem_01899,Sweet Dreams,poem,1,Joyce Armor
poem:poem_01900,Your Invitation to a Modest Breakfast,poem,1,Hannah Gamble
poem:poem_01901,"Leisure, Hannah, Does Not Agree with You (2)",poem,1,Hannah Gamble
poem:poem_01902,"It Was Alive, Though Differently",poem,1,Hannah Gamble
poem:poem_01903,"Photo of a Man on Sunset Drive: 1914, 2008",poem,1,Richard Blanco
poem:poem_01904,The Island Within,poem,1,Richard Blanco
poem:poem_01905,América,poem,1,Richard Blanco
poem:poem_01906,El Florida Room,poem,1,Richard Blanco
poem:poem_01907,Burning in the Rain,poem,1,Richard Blanco
poem:poem_01908,Since Unfinished,poem,1,Richard Blanco
poem:poem_01909,II [What is this tint that in the shrill cress],poem,1,Lisa Robertson
poem:poem_01910,How to Judge,poem,1,Lisa Robertson
poem:poem_01911,Envoy,poem,1,Lisa Robertson
poem:poem_01912,[It was Jessica Grim the American poet...],poem,1,Lisa Robertson
poem:poem_01913,[Sometimes I want a corset like...],poem,1,Lisa Robertson
poem:poem_01914,Monday,poem,1,Lisa Robertson
poem:poem_01915,"The Cranes, Texas January",poem,1,Mark Sanders
poem:poem_01916,Portraits,poem,1,Mark Irwin
poem:poem_01917,Mailboxes in Late Winter,poem,1,Jeffrey Harrison
poem:poem_01918,Cement Backyard,poem,1,Lynne Sharon Schwartz
poem:poem_01919,Kites,poem,1,Robert Gibb
poem:poem_01920,Living Tree,poem,1,Robert Morgan
poem:poem_01921,Burning the Book,poem,1,Ron Koertge
poem:poem_01922,The Color Green,poem,1,Chana Bloch
poem:poem_01923,Flour and Ash,poem,1,Chana Bloch
poem:poem_01924,Blood Honey,poem,1,Chana Bloch
poem:poem_01925,For Clifford Bernel,poem,1,Mark O'Brien
poem:poem_01926,The Man in the Iron Lung,poem,1,Mark O'Brien
poem:poem_01927,The Morning Routine,poem,1,Mark O'Brien
poem:poem_01928,Breathing,poem,1,Mark O'Brien
poem:poem_01929,Bean Spasms,poem,1,Ted Berrigan
poem:poem_01930,Curse Two: The Naming,poem,1,Cynthia Huntington
poem:poem_01931,Ghost,poem,1,Cynthia Huntington
poem:poem_01932,The Attic,poem,1,Cynthia Huntington
poem:poem_01933,Multiple Sclerosis,poem,1,Cynthia Huntington
poem:poem_01934,Eating Babies,poem,1,Chana Bloch
poem:poem_01935,Duck/Rabbit,poem,1,Chana Bloch
poem:poem_01936,Dinner at George & Katie Schneeman’s,poem,1,Ted Berrigan
poem:poem_01937,"After Peire Vidal, & Myself",poem,1,Ted Berrigan
poem:poem_01938,"44th Birthday Evening, at Harris’s",poem,1,Ted Berrigan
poem:poem_01939,Around the Fire,poem,1,Ted Berrigan
poem:poem_01940,So Going Around Cities,poem,1,Ted Berrigan
poem:poem_01941,New Personal Poem,poem,1,Ted Berrigan
poem:poem_01942,Something Amazing Just Happened,poem,1,Ted Berrigan
poem:poem_01943,People Who Died,poem,1,Ted Berrigan
poem:poem_01944,Twelve Twelve Twelve,poem,1,Aimee Nezhukumatathil
poem:poem_01945,"Dear Amy Nehzooukammyatootill,",poem,1,Aimee Nezhukumatathil
poem:poem_01946,Are All the Break-Ups in Your Poems Real?,poem,1,Aimee Nezhukumatathil
poem:poem_01947,The Rolling Saint,poem,1,Aimee Nezhukumatathil
poem:poem_01948,What I Learned From the Incredible Hulk,poem,1,Aimee Nezhukumatathil
poem:poem_01949,Red Ghazal,poem,1,Aimee Nezhukumatathil
poem:poem_01950,"After the Auction, I Bid You Good-Bye",poem,1,Aimee Nezhukumatathil
poem:poem_01951,"First Anniversary, With Monkeys",poem,1,Aimee Nezhukumatathil
poem:poem_01952,This Is a Fucking Poem,poem,1,Catherine Wagner
poem:poem_01953,Harlan County,poem,1,Kate Buckley
poem:poem_01954,My Mother’s Closet,poem,1,Kate Buckley
poem:poem_01955,On Hearing Your News,poem,1,Kate Buckley
poem:poem_01956,Swallowtails,poem,1,Allan Peterson
poem:poem_01957,The Appeal of Antiques,poem,1,Allan Peterson
poem:poem_01958,The Sacred Circle,poem,1,Adrian C. Louis
poem:poem_01959,I Flew into Denver April,poem,1,Adrian C. Louis
poem:poem_01960,Maria’s Return,poem,1,Thomas Love Peacock
poem:poem_01961,The Rain-bow,poem,1,Thomas Love Peacock
